/usr/java/bin/java -XX:MaxRAMPercentage=85.0 -cp /binary/ycsb/mongodb-binding/conf:/binary/ycsb/conf:/binary/ycsb/lib/jackson-core-asl-1.9.4.jar:/binary/ycsb/lib/core-0.18.0-SNAPSHOT.jar:/binary/ycsb/lib/jackson-mapper-asl-1.9.4.jar:/binary/ycsb/lib/HdrHistogram-2.1.4.jar:/binary/ycsb/lib/htrace-core4-4.1.0-incubating.jar:/binary/ycsb/mongodb-binding/lib/logback-classic-1.1.2.jar:/binary/ycsb/mongodb-binding/lib/mongo-java-driver-3.11.0.jar:/binary/ycsb/mongodb-binding/lib/mongodb-async-driver-2.0.1.jar:/binary/ycsb/mongodb-binding/lib/logback-core-1.1.2.jar:/binary/ycsb/mongodb-binding/lib/mongodb-binding-0.18.0-SNAPSHOT.jar:/binary/ycsb/mongodb-binding/lib/snappy-java-1.1.7.1.jar:/binary/ycsb/mongodb-binding/lib/slf4j-api-1.7.25.jar site.ycsb.Client -db site.ycsb.db.MongoDbClient -s -p mongodb.url=mongodb://benchant:BareRebel2022@mongodb-small-calibrati-shard-00-00.c2hd1.mongodb.net:27017,mongodb-small-calibrati-shard-00-01.c2hd1.mongodb.net:27017,mongodb-small-calibrati-shard-00-02.c2hd1.mongodb.net:27017/?ssl=true&authSource=admin&replicaSet=atlas-kaysfi-shard-0&w=majority&j=true&readPreference=primary -p batchsize=1 -p workload=site.ycsb.workloads.CoreWorkload -p maxexecutiontime=1800 -threads 50 -p recordcount=500000000 -p operationcount=99000000 -target 5000 -p fieldcount=10 -p fieldlength=100 -p requestdistribution=uniform -p insertorder=ordered -p readproportion=0.95 -p updateproportion=0.05 -p insertproportion=0.0 -p scanproportion=0.0 -p maxscanlength=1000 -p scanlengthdistribution=uniform -p measurementtype=hdrhistogram -p hdrhistogram.fileoutput=true -p hdrhistogram.output.path=/home/developer/results/ -t
Command line: -db site.ycsb.db.MongoDbClient -s -p mongodb.url=mongodb://benchant:BareRebel2022@mongodb-small-calibrati-shard-00-00.c2hd1.mongodb.net:27017,mongodb-small-calibrati-shard-00-01.c2hd1.mongodb.net:27017,mongodb-small-calibrati-shard-00-02.c2hd1.mongodb.net:27017/?ssl=true&authSource=admin&replicaSet=atlas-kaysfi-shard-0&w=majority&j=true&readPreference=primary -p batchsize=1 -p workload=site.ycsb.workloads.CoreWorkload -p maxexecutiontime=1800 -threads 50 -p recordcount=500000000 -p operationcount=99000000 -target 5000 -p fieldcount=10 -p fieldlength=100 -p requestdistribution=uniform -p insertorder=ordered -p readproportion=0.95 -p updateproportion=0.05 -p insertproportion=0.0 -p scanproportion=0.0 -p maxscanlength=1000 -p scanlengthdistribution=uniform -p measurementtype=hdrhistogram -p hdrhistogram.fileoutput=true -p hdrhistogram.output.path=/home/developer/results/ -t
YCSB Client 0.18.0-SNAPSHOT

Loading workload...
Starting test.
Maximum execution time specified as: 1800 secs
2023-05-05 20:16:58:076 0 sec: 0 operations; est completion in 0 second 
20:16:58.191 [Thread-13] WARN  org.mongodb.driver.uri - Uri option 'j' has been deprecated, use 'journal' instead.
20:16:58.191 [Thread-13] WARN  org.mongodb.driver.uri - Uri option 'j' has been deprecated, use 'journal' instead.
mongo client connection created with mongodb://benchant:BareRebel2022@mongodb-small-calibrati-shard-00-00.c2hd1.mongodb.net:27017,mongodb-small-calibrati-shard-00-01.c2hd1.mongodb.net:27017,mongodb-small-calibrati-shard-00-02.c2hd1.mongodb.net:27017/?ssl=true&authSource=admin&replicaSet=atlas-kaysfi-shard-0&w=majority&j=true&readPreference=primary
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
2023-05-05 20:17:08:060 10 sec: 48415 operations; 4841.5 current ops/sec; est completion in 5 hours 40 minutes [READ: Count=46021, Max=655359, Min=1198, Avg=3599.33, 90=6011, 99=12207, 99.9=642047, 99.99=652799] [UPDATE: Count=2403, Max=73919, Min=3516, Avg=9159.75, 90=18335, 99=49343, 99.9=71103, 99.99=73919] 
2023-05-05 20:19:08:060 130 sec: 648416 operations; 5000.1 current ops/sec; est completion in 5 hours 28 minutes [READ: Count=47420, Max=47615, Min=1208, Avg=2818.77, 90=4459, 99=11287, 99.9=20751, 99.99=34015] [UPDATE: Count=2578, Max=52927, Min=3506, Avg=7325.34, 90=10831, 99=28527, 99.9=46751, 99.99=52927] 
2023-05-05 20:19:18:060 140 sec: 698414 operations; 4999.8 current ops/sec; est completion in 5 hours 28 minutes [READ: Count=47487, Max=36735, Min=1226, Avg=2002.07, 90=2583, 99=4703, 99.9=10599, 99.99=19247] [UPDATE: Count=2512, Max=18495, Min=3640, Avg=5974.04, 90=7623, 99=12743, 99.9=16079, 99.99=18495] 
2023-05-05 20:19:28:060 150 sec: 748415 operations; 5000.1 current ops/sec; est completion in 5 hours 28 minutes [READ: Count=47456, Max=24895, Min=1223, Avg=2012.82, 90=2595, 99=4779, 99.9=11135, 99.99=17199] [UPDATE: Count=2541, Max=36447, Min=3596, Avg=5900.82, 90=7507, 99=12591, 99.9=23199, 99.99=36447] 
2023-05-05 20:19:38:060 160 sec: 798413 operations; 4999.8 current ops/sec; est completion in 5 hours 28 minutes [READ: Count=47492, Max=32543, Min=1207, Avg=2047.51, 90=2683, 99=5031, 99.9=12503, 99.99=22719] [UPDATE: Count=2511, Max=24319, Min=3662, Avg=5890.05, 90=7523, 99=13495, 99.9=21743, 99.99=24319] 
2023-05-05 20:19:48:060 170 sec: 848410 operations; 4999.7 current ops/sec; est completion in 5 hours 27 minutes [READ: Count=47482, Max=26687, Min=1213, Avg=2087.42, 90=2775, 99=5571, 99.9=12399, 99.99=22479] [UPDATE: Count=2509, Max=27711, Min=3626, Avg=5986.89, 90=7763, 99=13855, 99.9=26719, 99.99=27711] 
2023-05-05 20:19:58:060 180 sec: 898417 operations; 5000.7 current ops/sec; est completion in 5 hours 27 minutes [READ: Count=47532, Max=37535, Min=1200, Avg=2050.23, 90=2703, 99=5227, 99.9=11431, 99.99=22863] [UPDATE: Count=2471, Max=25839, Min=3740, Avg=5973.43, 90=7667, 99=14311, 99.9=24095, 99.99=25839] 
2023-05-05 20:20:08:060 190 sec: 948413 operations; 4999.6 current ops/sec; est completion in 5 hours 27 minutes [READ: Count=47486, Max=26527, Min=1219, Avg=2238.78, 90=3145, 99=7195, 99.9=14119, 99.99=20255] [UPDATE: Count=2515, Max=29215, Min=3400, Avg=6116.62, 90=8003, 99=14759, 99.9=19855, 99.99=29215] 
2023-05-05 20:20:18:060 200 sec: 998415 operations; 5000.2 current ops/sec; est completion in 5 hours 27 minutes [READ: Count=47419, Max=41183, Min=1211, Avg=3234.87, 90=5127, 99=10991, 99.9=18111, 99.99=23855] [UPDATE: Count=2581, Max=31647, Min=3638, Avg=6923.81, 90=9847, 99=17871, 99.9=24943, 99.99=31647] 
2023-05-05 20:20:28:060 210 sec: 1048413 operations; 4999.8 current ops/sec; est completion in 5 hours 27 minutes [READ: Count=47579, Max=24335, Min=1216, Avg=3099.82, 90=4807, 99=10207, 99.9=15183, 99.99=19855] [UPDATE: Count=2420, Max=27887, Min=3710, Avg=6761.56, 90=9583, 99=17119, 99.9=23359, 99.99=27887] 
2023-05-05 20:20:38:060 220 sec: 1098414 operations; 5000.1 current ops/sec; est completion in 5 hours 26 minutes [READ: Count=47509, Max=27903, Min=1201, Avg=3233.93, 90=5119, 99=11575, 99.9=17999, 99.99=23823] [UPDATE: Count=2494, Max=29647, Min=3406, Avg=7116.41, 90=10295, 99=19615, 99.9=29007, 99.99=29647] 
2023-05-05 20:20:48:060 230 sec: 1148416 operations; 5000.2 current ops/sec; est completion in 5 hours 26 minutes [READ: Count=47492, Max=77759, Min=1220, Avg=3516.24, 90=5827, 99=14215, 99.9=44799, 99.99=64383] [UPDATE: Count=2507, Max=50239, Min=3782, Avg=7495.06, 90=11919, 99=23663, 99.9=49503, 99.99=50239] 
2023-05-05 20:20:58:060 240 sec: 1198417 operations; 5000.1 current ops/sec; est completion in 5 hours 26 minutes [READ: Count=47540, Max=36991, Min=1206, Avg=2938.42, 90=4527, 99=9887, 99.9=16639, 99.99=20623] [UPDATE: Count=2462, Max=26079, Min=3474, Avg=6636.93, 90=9311, 99=16927, 99.9=23775, 99.99=26079] 
2023-05-05 20:21:08:060 250 sec: 1248412 operations; 4999.5 current ops/sec; est completion in 5 hours 26 minutes [READ: Count=47541, Max=35103, Min=1212, Avg=3127.25, 90=5039, 99=10879, 99.9=17951, 99.99=25567] [UPDATE: Count=2457, Max=28431, Min=3442, Avg=7190.26, 90=10551, 99=18735, 99.9=26863, 99.99=28431] 
2023-05-05 20:21:18:060 260 sec: 1298414 operations; 5000.2 current ops/sec; est completion in 5 hours 26 minutes [READ: Count=47562, Max=131839, Min=1221, Avg=3510.93, 90=6043, 99=14703, 99.9=67071, 99.99=113535] [UPDATE: Count=2438, Max=139519, Min=3758, Avg=8026.18, 90=13567, 99=24351, 99.9=136447, 99.99=139519] 
2023-05-05 20:21:28:060 270 sec: 1348411 operations; 4999.7 current ops/sec; est completion in 5 hours 25 minutes [READ: Count=47452, Max=30111, Min=1202, Avg=3097.67, 90=4927, 99=11471, 99.9=17983, 99.99=23823] [UPDATE: Count=2546, Max=29055, Min=3542, Avg=6966.05, 90=9935, 99=20127, 99.9=26655, 99.99=29055] 
2023-05-05 20:21:38:060 280 sec: 1398413 operations; 5000.2 current ops/sec; est completion in 5 hours 25 minutes [READ: Count=47499, Max=31247, Min=1206, Avg=3083.37, 90=4943, 99=10903, 99.9=16671, 99.99=23007] [UPDATE: Count=2500, Max=30383, Min=3752, Avg=7054.09, 90=10095, 99=19039, 99.9=28623, 99.99=30383] 
2023-05-05 20:21:48:060 290 sec: 1448411 operations; 4999.8 current ops/sec; est completion in 5 hours 25 minutes [READ: Count=47500, Max=104447, Min=1212, Avg=3391.07, 90=5671, 99=13735, 99.9=54847, 99.99=67455] [UPDATE: Count=2500, Max=111615, Min=3626, Avg=7831.85, 90=12527, 99=23375, 99.9=98495, 99.99=111615] 
2023-05-05 20:21:58:060 300 sec: 1498411 operations; 5000 current ops/sec; est completion in 5 hours 25 minutes [READ: Count=47482, Max=24271, Min=1205, Avg=3078.73, 90=4919, 99=11119, 99.9=17775, 99.99=22255] [UPDATE: Count=2517, Max=32239, Min=3776, Avg=7194.08, 90=10383, 99=20863, 99.9=29391, 99.99=32239] 
2023-05-05 20:22:08:060 310 sec: 1548416 operations; 5000.5 current ops/sec; est completion in 5 hours 25 minutes [READ: Count=47589, Max=24911, Min=1221, Avg=3061.24, 90=4843, 99=10743, 99.9=16375, 99.99=20415] [UPDATE: Count=2413, Max=28895, Min=3780, Avg=6916.22, 90=9999, 99=18943, 99.9=27007, 99.99=28895] 
2023-05-05 20:22:18:060 320 sec: 1598417 operations; 5000.1 current ops/sec; est completion in 5 hours 25 minutes [READ: Count=47532, Max=102079, Min=1215, Avg=3722.95, 90=6775, 99=15191, 99.9=53183, 99.99=96255] [UPDATE: Count=2468, Max=104191, Min=3484, Avg=8244.8, 90=14703, 99=26559, 99.9=88575, 99.99=104191] 
2023-05-05 20:22:28:060 330 sec: 1648411 operations; 4999.4 current ops/sec; est completion in 5 hours 24 minutes [READ: Count=47486, Max=25583, Min=1216, Avg=3156.72, 90=5059, 99=12031, 99.9=17919, 99.99=22831] [UPDATE: Count=2512, Max=27919, Min=3802, Avg=7152.21, 90=10671, 99=19471, 99.9=23855, 99.99=27919] 
2023-05-05 20:22:38:059 340 sec: 1698410 operations; 4999.9 current ops/sec; est completion in 5 hours 24 minutes [READ: Count=47567, Max=208895, Min=1229, Avg=2997.88, 90=4591, 99=10815, 99.9=16927, 99.99=21311] [UPDATE: Count=2431, Max=26319, Min=3418, Avg=6865.71, 90=9639, 99=18591, 99.9=23823, 99.99=26319] 
2023-05-05 20:22:48:060 350 sec: 1748414 operations; 4999.9 current ops/sec; est completion in 5 hours 24 minutes [READ: Count=47465, Max=118207, Min=1207, Avg=3579.55, 90=6147, 99=13919, 99.9=61183, 99.99=114751] [UPDATE: Count=2542, Max=116031, Min=3838, Avg=8272.88, 90=13759, 99=26111, 99.9=108351, 99.99=116031] 
2023-05-05 20:22:58:059 360 sec: 1798409 operations; 5000 current ops/sec; est completion in 5 hours 24 minutes [READ: Count=47451, Max=27359, Min=1230, Avg=2977.06, 90=4615, 99=10399, 99.9=15687, 99.99=20831] [UPDATE: Count=2542, Max=25775, Min=3336, Avg=6943.99, 90=9871, 99=17823, 99.9=22175, 99.99=25775] 
2023-05-05 20:23:08:059 370 sec: 1848413 operations; 5000.4 current ops/sec; est completion in 5 hours 24 minutes [READ: Count=47548, Max=28447, Min=1190, Avg=3146.47, 90=5215, 99=12383, 99.9=19551, 99.99=26815] [UPDATE: Count=2458, Max=35903, Min=3854, Avg=7550.43, 90=11463, 99=21951, 99.9=31039, 99.99=35903] 
2023-05-05 20:23:18:060 380 sec: 1898416 operations; 5000.3 current ops/sec; est completion in 5 hours 23 minutes [READ: Count=47484, Max=108287, Min=1222, Avg=2542, 90=3901, 99=12391, 99.9=31215, 99.99=50399] [UPDATE: Count=2516, Max=227327, Min=3486, Avg=9053.21, 90=11951, 99=107199, 99.9=194559, 99.99=227327] 
2023-05-05 20:23:28:059 390 sec: 1948414 operations; 4999.8 current ops/sec; est completion in 5 hours 23 minutes [READ: Count=47480, Max=49119, Min=1221, Avg=2314.95, 90=3281, 99=6947, 99.9=13095, 99.99=20607] [UPDATE: Count=2518, Max=31887, Min=3828, Avg=6215.02, 90=8043, 99=15727, 99.9=20207, 99.99=31887] 
2023-05-05 20:23:38:060 400 sec: 1998413 operations; 4999.9 current ops/sec; est completion in 5 hours 23 minutes [READ: Count=47412, Max=24687, Min=1234, Avg=2737.84, 90=4031, 99=9015, 99.9=15431, 99.99=20047] [UPDATE: Count=2587, Max=26175, Min=3734, Avg=6746.91, 90=8879, 99=16399, 99.9=22383, 99.99=26175] 
2023-05-05 20:23:48:059 410 sec: 2048414 operations; 5000.1 current ops/sec; est completion in 5 hours 23 minutes [READ: Count=47499, Max=29983, Min=1191, Avg=2554.58, 90=3653, 99=8047, 99.9=13351, 99.99=18847] [UPDATE: Count=2508, Max=24271, Min=3706, Avg=6367.93, 90=8271, 99=13983, 99.9=19215, 99.99=24271] 
2023-05-05 20:23:58:059 420 sec: 2098412 operations; 4999.8 current ops/sec; est completion in 5 hours 23 minutes [READ: Count=47437, Max=143871, Min=1195, Avg=2774.92, 90=4005, 99=10855, 99.9=59487, 99.99=83327] [UPDATE: Count=2556, Max=213631, Min=3672, Avg=8511.46, 90=10215, 99=61375, 99.9=170111, 99.99=213631] 
2023-05-05 20:24:08:060 430 sec: 2148414 operations; 5000.2 current ops/sec; est completion in 5 hours 23 minutes [READ: Count=47423, Max=22415, Min=1202, Avg=2855.46, 90=4307, 99=9247, 99.9=14703, 99.99=18671] [UPDATE: Count=2581, Max=25295, Min=3780, Avg=6946.4, 90=9487, 99=17471, 99.9=20927, 99.99=25295] 
2023-05-05 20:24:18:060 440 sec: 2198414 operations; 5000 current ops/sec; est completion in 5 hours 22 minutes [READ: Count=47524, Max=40895, Min=1225, Avg=3944.31, 90=8151, 99=16607, 99.9=24287, 99.99=33823] [UPDATE: Count=2474, Max=50783, Min=3684, Avg=8913.09, 90=16943, 99=29023, 99.9=44735, 99.99=50783] 
2023-05-05 20:24:28:060 450 sec: 2248415 operations; 5000.1 current ops/sec; est completion in 5 hours 22 minutes [READ: Count=47451, Max=30223, Min=1198, Avg=2991.7, 90=4691, 99=10695, 99.9=15559, 99.99=22175] [UPDATE: Count=2551, Max=31519, Min=3746, Avg=6970.65, 90=10111, 99=17343, 99.9=25679, 99.99=31519] 
2023-05-05 20:24:38:060 460 sec: 2298415 operations; 5000 current ops/sec; est completion in 5 hours 22 minutes [READ: Count=47551, Max=96191, Min=1238, Avg=3598.72, 90=6179, 99=15567, 99.9=58911, 99.99=75455] [UPDATE: Count=2450, Max=97791, Min=3742, Avg=8063.84, 90=14039, 99=28831, 99.9=47359, 99.99=97791] 
2023-05-05 20:24:48:060 470 sec: 2348411 operations; 4999.6 current ops/sec; est completion in 5 hours 22 minutes [READ: Count=47570, Max=36799, Min=1201, Avg=3028.54, 90=4719, 99=10991, 99.9=19871, 99.99=28367] [UPDATE: Count=2427, Max=39775, Min=3732, Avg=6867.81, 90=9599, 99=18911, 99.9=26719, 99.99=39775] 
2023-05-05 20:24:58:059 480 sec: 2398415 operations; 5000.4 current ops/sec; est completion in 5 hours 22 minutes [READ: Count=47485, Max=29055, Min=1219, Avg=3073.12, 90=4879, 99=11495, 99.9=18879, 99.99=23279] [UPDATE: Count=2515, Max=64127, Min=3212, Avg=7110.04, 90=10231, 99=21951, 99.9=52767, 99.99=64127] 
2023-05-05 20:25:08:060 490 sec: 2448399 operations; 4998.4 current ops/sec; est completion in 5 hours 22 minutes [READ: Count=47503, Max=73151, Min=1224, Avg=4149.71, 90=7155, 99=16079, 99.9=46847, 99.99=72191] [UPDATE: Count=2482, Max=115391, Min=3780, Avg=9438.18, 90=14839, 99=42847, 99.9=90367, 99.99=115391] 
2023-05-05 20:25:18:059 500 sec: 2498410 operations; 5001.1 current ops/sec; est completion in 5 hours 21 minutes [READ: Count=47523, Max=36383, Min=1221, Avg=3753.59, 90=6099, 99=11719, 99.9=20479, 99.99=29215] [UPDATE: Count=2490, Max=32303, Min=3832, Avg=8335.88, 90=12327, 99=22783, 99.9=30847, 99.99=32303] 
2023-05-05 20:25:28:060 510 sec: 2548413 operations; 5000.3 current ops/sec; est completion in 5 hours 21 minutes [READ: Count=47410, Max=25679, Min=1235, Avg=4575.97, 90=7719, 99=13823, 99.9=19759, 99.99=23519] [UPDATE: Count=2589, Max=28095, Min=3600, Avg=9798.21, 90=14391, 99=22495, 99.9=27199, 99.99=28095] 
2023-05-05 20:25:38:059 520 sec: 2598404 operations; 4999.1 current ops/sec; est completion in 5 hours 21 minutes [READ: Count=47457, Max=51967, Min=1213, Avg=5058.44, 90=8519, 99=16367, 99.9=35135, 99.99=48511] [UPDATE: Count=2539, Max=58687, Min=3752, Avg=10780.18, 90=15991, 99=26927, 99.9=47007, 99.99=58687] 
2023-05-05 20:25:48:059 530 sec: 2648412 operations; 5000.8 current ops/sec; est completion in 5 hours 21 minutes [READ: Count=47539, Max=28447, Min=1243, Avg=4788.88, 90=8171, 99=14439, 99.9=20111, 99.99=25279] [UPDATE: Count=2465, Max=40063, Min=4086, Avg=9954.69, 90=14767, 99=24559, 99.9=36863, 99.99=40063] 
2023-05-05 20:25:58:059 540 sec: 2698387 operations; 4997.5 current ops/sec; est completion in 5 hours 21 minutes [READ: Count=47491, Max=35711, Min=1213, Avg=4822.77, 90=8215, 99=14455, 99.9=20383, 99.99=24895] [UPDATE: Count=2483, Max=35263, Min=3348, Avg=10083.55, 90=14895, 99=22447, 99.9=29327, 99.99=35263] 
2023-05-05 20:26:08:059 550 sec: 2748410 operations; 5002.3 current ops/sec; est completion in 5 hours 21 minutes [READ: Count=47553, Max=59327, Min=1231, Avg=5449.84, 90=9327, 99=17391, 99.9=32591, 99.99=50591] [UPDATE: Count=2471, Max=48799, Min=4284, Avg=11113.98, 90=17119, 99=27199, 99.9=39615, 99.99=48799] 
2023-05-05 20:26:18:060 560 sec: 2798409 operations; 4999.9 current ops/sec; est completion in 5 hours 20 minutes [READ: Count=47480, Max=33983, Min=1207, Avg=6711.51, 90=11511, 99=18735, 99.9=24511, 99.99=30623] [UPDATE: Count=2522, Max=36095, Min=3816, Avg=13391.48, 90=20767, 99=29599, 99.9=33439, 99.99=36095] 
2023-05-05 20:26:28:060 570 sec: 2848300 operations; 4989.1 current ops/sec; est completion in 5 hours 20 minutes [READ: Count=47411, Max=33119, Min=1226, Avg=6715.93, 90=11487, 99=19023, 99.9=25023, 99.99=30063] [UPDATE: Count=2474, Max=41183, Min=3918, Avg=13508.32, 90=20543, 99=29407, 99.9=40927, 99.99=41183] 
