/usr/java/bin/java -XX:MaxRAMPercentage=85.0 -cp /binary/ycsb/mongodb-binding/conf:/binary/ycsb/conf:/binary/ycsb/lib/jackson-core-asl-1.9.4.jar:/binary/ycsb/lib/core-0.18.0-SNAPSHOT.jar:/binary/ycsb/lib/jackson-mapper-asl-1.9.4.jar:/binary/ycsb/lib/HdrHistogram-2.1.4.jar:/binary/ycsb/lib/htrace-core4-4.1.0-incubating.jar:/binary/ycsb/mongodb-binding/lib/logback-classic-1.1.2.jar:/binary/ycsb/mongodb-binding/lib/mongo-java-driver-3.11.0.jar:/binary/ycsb/mongodb-binding/lib/mongodb-async-driver-2.0.1.jar:/binary/ycsb/mongodb-binding/lib/logback-core-1.1.2.jar:/binary/ycsb/mongodb-binding/lib/mongodb-binding-0.18.0-SNAPSHOT.jar:/binary/ycsb/mongodb-binding/lib/snappy-java-1.1.7.1.jar:/binary/ycsb/mongodb-binding/lib/slf4j-api-1.7.25.jar site.ycsb.Client -db site.ycsb.db.MongoDbClient -s -p mongodb.url=mongodb://benchant:BareRebel2022@mongodb-small-calibrati-shard-00-00.c2hd1.mongodb.net:27017,mongodb-small-calibrati-shard-00-01.c2hd1.mongodb.net:27017,mongodb-small-calibrati-shard-00-02.c2hd1.mongodb.net:27017/?ssl=true&authSource=admin&replicaSet=atlas-kaysfi-shard-0&w=majority&j=true&readPreference=primary -p batchsize=1 -p workload=site.ycsb.workloads.CoreWorkload -p maxexecutiontime=1800 -threads 50 -p recordcount=500000000 -p operationcount=99000000 -target 5000 -p fieldcount=10 -p fieldlength=100 -p requestdistribution=uniform -p insertorder=ordered -p readproportion=0.95 -p updateproportion=0.05 -p insertproportion=0.0 -p scanproportion=0.0 -p maxscanlength=1000 -p scanlengthdistribution=uniform -p measurementtype=hdrhistogram -p hdrhistogram.fileoutput=true -p hdrhistogram.output.path=/home/developer/results/ -t
Command line: -db site.ycsb.db.MongoDbClient -s -p mongodb.url=mongodb://benchant:BareRebel2022@mongodb-small-calibrati-shard-00-00.c2hd1.mongodb.net:27017,mongodb-small-calibrati-shard-00-01.c2hd1.mongodb.net:27017,mongodb-small-calibrati-shard-00-02.c2hd1.mongodb.net:27017/?ssl=true&authSource=admin&replicaSet=atlas-kaysfi-shard-0&w=majority&j=true&readPreference=primary -p batchsize=1 -p workload=site.ycsb.workloads.CoreWorkload -p maxexecutiontime=1800 -threads 50 -p recordcount=500000000 -p operationcount=99000000 -target 5000 -p fieldcount=10 -p fieldlength=100 -p requestdistribution=uniform -p insertorder=ordered -p readproportion=0.95 -p updateproportion=0.05 -p insertproportion=0.0 -p scanproportion=0.0 -p maxscanlength=1000 -p scanlengthdistribution=uniform -p measurementtype=hdrhistogram -p hdrhistogram.fileoutput=true -p hdrhistogram.output.path=/home/developer/results/ -t
YCSB Client 0.18.0-SNAPSHOT

Loading workload...
Starting test.
Maximum execution time specified as: 1800 secs
2023-05-05 20:16:57:277 0 sec: 0 operations; est completion in 0 second 
20:16:57.397 [Thread-13] WARN  org.mongodb.driver.uri - Uri option 'j' has been deprecated, use 'journal' instead.
20:16:57.397 [Thread-13] WARN  org.mongodb.driver.uri - Uri option 'j' has been deprecated, use 'journal' instead.
mongo client connection created with mongodb://benchant:BareRebel2022@mongodb-small-calibrati-shard-00-00.c2hd1.mongodb.net:27017,mongodb-small-calibrati-shard-00-01.c2hd1.mongodb.net:27017,mongodb-small-calibrati-shard-00-02.c2hd1.mongodb.net:27017/?ssl=true&authSource=admin&replicaSet=atlas-kaysfi-shard-0&w=majority&j=true&readPreference=primary
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
2023-05-05 20:17:07:261 10 sec: 48322 operations; 4832.2 current ops/sec; est completion in 5 hours 41 minutes [READ: Count=45860, Max=914431, Min=1187, Avg=4114.23, 90=6639, 99=15079, 99.9=594431, 99.99=897023] [UPDATE: Count=2472, Max=864767, Min=3704, Avg=9912.45, 90=17375, 99=42207, 99.9=860671, 99.99=864767] 
2023-05-05 20:19:27:261 150 sec: 748324 operations; 5000.2 current ops/sec; est completion in 5 hours 28 minutes [READ: Count=47525, Max=34463, Min=1166, Avg=2001.83, 90=2573, 99=4887, 99.9=10815, 99.99=18063] [UPDATE: Count=2474, Max=23711, Min=3558, Avg=5888.21, 90=7487, 99=12319, 99.9=22735, 99.99=23711] 
2023-05-05 20:19:37:261 160 sec: 798320 operations; 4999.6 current ops/sec; est completion in 5 hours 28 minutes [READ: Count=47500, Max=30975, Min=1146, Avg=2004.86, 90=2597, 99=4851, 99.9=11807, 99.99=19119] [UPDATE: Count=2500, Max=25247, Min=3540, Avg=5837.02, 90=7267, 99=13303, 99.9=21327, 99.99=25247] 
2023-05-05 20:19:47:261 170 sec: 848323 operations; 5000.3 current ops/sec; est completion in 5 hours 27 minutes [READ: Count=47537, Max=206591, Min=1125, Avg=2041.45, 90=2703, 99=5103, 99.9=11823, 99.99=22431] [UPDATE: Count=2463, Max=27183, Min=3660, Avg=5936.1, 90=7691, 99=13543, 99.9=23615, 99.99=27183] 
2023-05-05 20:19:57:261 180 sec: 898314 operations; 4999.1 current ops/sec; est completion in 5 hours 27 minutes [READ: Count=47572, Max=30719, Min=1173, Avg=2030.61, 90=2643, 99=5143, 99.9=12591, 99.99=22111] [UPDATE: Count=2422, Max=23343, Min=3684, Avg=5921.03, 90=7591, 99=14319, 99.9=21855, 99.99=23343] 
2023-05-05 20:20:07:261 190 sec: 948322 operations; 5000.8 current ops/sec; est completion in 5 hours 27 minutes [READ: Count=47464, Max=209023, Min=1143, Avg=2088.99, 90=2817, 99=5519, 99.9=11207, 99.99=21039] [UPDATE: Count=2544, Max=20511, Min=3696, Avg=5935.05, 90=7623, 99=13711, 99.9=18927, 99.99=20511] 
2023-05-05 20:20:17:261 200 sec: 998306 operations; 4998.4 current ops/sec; est completion in 5 hours 27 minutes [READ: Count=47453, Max=24607, Min=1153, Avg=3296.62, 90=5311, 99=11407, 99.9=17775, 99.99=21583] [UPDATE: Count=2533, Max=26367, Min=3598, Avg=7094.63, 90=10391, 99=20159, 99.9=24815, 99.99=26367] 
2023-05-05 20:20:27:261 210 sec: 1048306 operations; 5000 current ops/sec; est completion in 5 hours 27 minutes [READ: Count=47511, Max=23423, Min=1157, Avg=3111.7, 90=4819, 99=10159, 99.9=15151, 99.99=19535] [UPDATE: Count=2487, Max=25087, Min=3680, Avg=6822.24, 90=9615, 99=17007, 99.9=23359, 99.99=25087] 
2023-05-05 20:20:37:261 220 sec: 1098310 operations; 5000.4 current ops/sec; est completion in 5 hours 26 minutes [READ: Count=47421, Max=28383, Min=1163, Avg=3187.43, 90=5039, 99=11511, 99.9=17215, 99.99=22671] [UPDATE: Count=2584, Max=27551, Min=3652, Avg=7066.63, 90=10055, 99=18895, 99.9=23535, 99.99=27551] 
2023-05-05 20:20:47:261 230 sec: 1148311 operations; 5000.1 current ops/sec; est completion in 5 hours 26 minutes [READ: Count=47597, Max=78591, Min=1176, Avg=3568.08, 90=5947, 99=14295, 99.9=44863, 99.99=60831] [UPDATE: Count=2407, Max=57279, Min=3644, Avg=7542.86, 90=12295, 99=22511, 99.9=50559, 99.99=57279] 
2023-05-05 20:20:57:261 240 sec: 1198321 operations; 5001 current ops/sec; est completion in 5 hours 26 minutes [READ: Count=47560, Max=34879, Min=1152, Avg=2894.07, 90=4367, 99=9519, 99.9=16271, 99.99=20527] [UPDATE: Count=2445, Max=28527, Min=3616, Avg=6637.07, 90=9407, 99=16703, 99.9=24399, 99.99=28527] 
2023-05-05 20:21:07:261 250 sec: 1248321 operations; 5000 current ops/sec; est completion in 5 hours 26 minutes [READ: Count=47441, Max=32447, Min=1147, Avg=3119.7, 90=5043, 99=10935, 99.9=17487, 99.99=25071] [UPDATE: Count=2558, Max=28415, Min=3718, Avg=7135.33, 90=10527, 99=18543, 99.9=26255, 99.99=28415] 
2023-05-05 20:21:17:261 260 sec: 1298322 operations; 5000.1 current ops/sec; est completion in 5 hours 26 minutes [READ: Count=47479, Max=120703, Min=1160, Avg=3530.99, 90=6007, 99=14983, 99.9=68479, 99.99=111615] [UPDATE: Count=2525, Max=137983, Min=3704, Avg=8151.37, 90=13991, 99=25983, 99.9=86911, 99.99=137983] 
2023-05-05 20:21:27:261 270 sec: 1348321 operations; 4999.9 current ops/sec; est completion in 5 hours 25 minutes [READ: Count=47531, Max=32543, Min=1133, Avg=3097.96, 90=4899, 99=11663, 99.9=17679, 99.99=25343] [UPDATE: Count=2467, Max=29679, Min=3654, Avg=6990.83, 90=10327, 99=18767, 99.9=27327, 99.99=29679] 
2023-05-05 20:21:37:261 280 sec: 1398317 operations; 4999.6 current ops/sec; est completion in 5 hours 25 minutes [READ: Count=47461, Max=29615, Min=1145, Avg=3075.2, 90=4935, 99=10751, 99.9=15871, 99.99=21663] [UPDATE: Count=2538, Max=26943, Min=3568, Avg=6983.92, 90=9943, 99=17471, 99.9=22847, 99.99=26943] 
2023-05-05 20:21:47:261 290 sec: 1448320 operations; 5000.3 current ops/sec; est completion in 5 hours 25 minutes [READ: Count=47565, Max=67967, Min=1141, Avg=3427.05, 90=5815, 99=14351, 99.9=54271, 99.99=65183] [UPDATE: Count=2438, Max=113215, Min=3572, Avg=7772.7, 90=12279, 99=23263, 99.9=94207, 99.99=113215] 
2023-05-05 20:21:57:261 300 sec: 1498309 operations; 4998.9 current ops/sec; est completion in 5 hours 25 minutes [READ: Count=47509, Max=29167, Min=1167, Avg=3052.29, 90=4839, 99=11095, 99.9=17119, 99.99=21823] [UPDATE: Count=2476, Max=33983, Min=3568, Avg=7082.85, 90=10063, 99=20159, 99.9=25567, 99.99=33983] 
2023-05-05 20:22:07:261 310 sec: 1548316 operations; 5000.7 current ops/sec; est completion in 5 hours 25 minutes [READ: Count=47469, Max=25183, Min=1177, Avg=3098.9, 90=4983, 99=11167, 99.9=16687, 99.99=22159] [UPDATE: Count=2544, Max=29647, Min=3608, Avg=6965.03, 90=10063, 99=19695, 99.9=23663, 99.99=29647] 
2023-05-05 20:22:17:261 320 sec: 1598297 operations; 4998.1 current ops/sec; est completion in 5 hours 25 minutes [READ: Count=47509, Max=128255, Min=1155, Avg=3712.59, 90=6675, 99=15439, 99.9=53471, 99.99=95487] [UPDATE: Count=2470, Max=95871, Min=3478, Avg=8289.28, 90=15375, 99=26223, 99.9=90111, 99.99=95871] 
2023-05-05 20:22:27:261 330 sec: 1648320 operations; 5002.3 current ops/sec; est completion in 5 hours 24 minutes [READ: Count=47513, Max=24239, Min=1173, Avg=3044.76, 90=4747, 99=10855, 99.9=16767, 99.99=21103] [UPDATE: Count=2507, Max=28079, Min=3658, Avg=6817.36, 90=9511, 99=17727, 99.9=25295, 99.99=28079] 
2023-05-05 20:22:37:261 340 sec: 1698323 operations; 5000.3 current ops/sec; est completion in 5 hours 24 minutes [READ: Count=47504, Max=36511, Min=1196, Avg=3134.16, 90=5035, 99=12087, 99.9=17871, 99.99=22559] [UPDATE: Count=2495, Max=32159, Min=3796, Avg=7077.82, 90=10343, 99=19935, 99.9=25999, 99.99=32159] 
2023-05-05 20:22:47:261 350 sec: 1748321 operations; 4999.8 current ops/sec; est completion in 5 hours 24 minutes [READ: Count=47503, Max=134015, Min=1151, Avg=3571.41, 90=6119, 99=14047, 99.9=73791, 99.99=114303] [UPDATE: Count=2499, Max=108159, Min=3310, Avg=7820.13, 90=12983, 99=22687, 99.9=69439, 99.99=108159] 
2023-05-05 20:22:57:261 360 sec: 1798321 operations; 5000 current ops/sec; est completion in 5 hours 24 minutes [READ: Count=47426, Max=23823, Min=1175, Avg=2968.37, 90=4547, 99=10447, 99.9=16591, 99.99=20815] [UPDATE: Count=2576, Max=28607, Min=3572, Avg=6891.51, 90=9639, 99=16863, 99.9=22671, 99.99=28607] 
2023-05-05 20:23:07:261 370 sec: 1848319 operations; 4999.8 current ops/sec; est completion in 5 hours 24 minutes [READ: Count=47486, Max=29087, Min=1170, Avg=3080.06, 90=5039, 99=11967, 99.9=18687, 99.99=28063] [UPDATE: Count=2512, Max=38655, Min=3636, Avg=7478.99, 90=11183, 99=21855, 99.9=31007, 99.99=38655] 
2023-05-05 20:23:17:261 380 sec: 1898322 operations; 5000.3 current ops/sec; est completion in 5 hours 23 minutes [READ: Count=47473, Max=62719, Min=1119, Avg=2685.12, 90=4495, 99=13071, 99.9=30287, 99.99=51039] [UPDATE: Count=2528, Max=219903, Min=3506, Avg=9003.79, 90=12247, 99=91391, 99.9=210431, 99.99=219903] 
2023-05-05 20:23:27:261 390 sec: 1948322 operations; 5000 current ops/sec; est completion in 5 hours 23 minutes [READ: Count=47558, Max=26223, Min=1128, Avg=2239.96, 90=3195, 99=6607, 99.9=12647, 99.99=17375] [UPDATE: Count=2442, Max=31119, Min=3470, Avg=6169.45, 90=8059, 99=14471, 99.9=28975, 99.99=31119] 
2023-05-05 20:23:37:261 400 sec: 1998321 operations; 4999.9 current ops/sec; est completion in 5 hours 23 minutes [READ: Count=47519, Max=35231, Min=1155, Avg=2719.81, 90=3989, 99=9279, 99.9=15247, 99.99=20847] [UPDATE: Count=2480, Max=25631, Min=3634, Avg=6740.45, 90=9007, 99=16479, 99.9=21807, 99.99=25631] 
2023-05-05 20:23:47:261 410 sec: 2048320 operations; 4999.9 current ops/sec; est completion in 5 hours 23 minutes [READ: Count=47457, Max=36671, Min=1168, Avg=2522.68, 90=3639, 99=7823, 99.9=13063, 99.99=18719] [UPDATE: Count=2543, Max=27647, Min=3632, Avg=6386.18, 90=8359, 99=14431, 99.9=22735, 99.99=27647] 
2023-05-05 20:23:57:261 420 sec: 2098322 operations; 5000.2 current ops/sec; est completion in 5 hours 23 minutes [READ: Count=47539, Max=155647, Min=1175, Avg=2853.9, 90=4183, 99=11375, 99.9=59359, 99.99=96319] [UPDATE: Count=2459, Max=195839, Min=3822, Avg=8295.03, 90=10159, 99=54335, 99.9=189695, 99.99=195839] 
2023-05-05 20:24:07:261 430 sec: 2148320 operations; 4999.8 current ops/sec; est completion in 5 hours 23 minutes [READ: Count=47460, Max=25887, Min=1152, Avg=2827.22, 90=4247, 99=9263, 99.9=15079, 99.99=20287] [UPDATE: Count=2536, Max=23791, Min=3640, Avg=6803.94, 90=9231, 99=16639, 99.9=21439, 99.99=23791] 
2023-05-05 20:24:17:261 440 sec: 2198321 operations; 5000.1 current ops/sec; est completion in 5 hours 22 minutes [READ: Count=47613, Max=38559, Min=1123, Avg=3926.33, 90=8187, 99=16607, 99.9=24543, 99.99=30671] [UPDATE: Count=2392, Max=51295, Min=3672, Avg=8652.62, 90=15871, 99=27023, 99.9=45951, 99.99=51295] 
2023-05-05 20:24:27:261 450 sec: 2248320 operations; 4999.9 current ops/sec; est completion in 5 hours 22 minutes [READ: Count=47555, Max=22863, Min=1154, Avg=2951.66, 90=4599, 99=10583, 99.9=15135, 99.99=19855] [UPDATE: Count=2447, Max=37503, Min=3742, Avg=6994.4, 90=10127, 99=19183, 99.9=35135, 99.99=37503] 
2023-05-05 20:24:37:261 460 sec: 2298318 operations; 4999.8 current ops/sec; est completion in 5 hours 22 minutes [READ: Count=47518, Max=98623, Min=1158, Avg=3625.76, 90=6243, 99=15959, 99.9=44863, 99.99=73023] [UPDATE: Count=2477, Max=101119, Min=3522, Avg=7904.94, 90=13295, 99=24959, 99.9=96447, 99.99=101119] 
2023-05-05 20:24:47:261 470 sec: 2348319 operations; 5000.1 current ops/sec; est completion in 5 hours 22 minutes [READ: Count=47464, Max=35327, Min=1147, Avg=3060.64, 90=4835, 99=11047, 99.9=20687, 99.99=30287] [UPDATE: Count=2540, Max=35647, Min=3766, Avg=7093.68, 90=10207, 99=20223, 99.9=29423, 99.99=35647] 
2023-05-05 20:24:57:261 480 sec: 2398321 operations; 5000.2 current ops/sec; est completion in 5 hours 22 minutes [READ: Count=47410, Max=26431, Min=1156, Avg=3084.31, 90=4939, 99=11687, 99.9=18719, 99.99=23839] [UPDATE: Count=2586, Max=61983, Min=3650, Avg=7076.9, 90=10143, 99=21647, 99.9=48895, 99.99=61983] 
2023-05-05 20:25:07:261 490 sec: 2448319 operations; 4999.8 current ops/sec; est completion in 5 hours 22 minutes [READ: Count=47471, Max=114559, Min=1186, Avg=4104.79, 90=7139, 99=16023, 99.9=47039, 99.99=71999] [UPDATE: Count=2533, Max=113151, Min=3844, Avg=9067.87, 90=14623, 99=38111, 99.9=75007, 99.99=113151] 
2023-05-05 20:25:17:261 500 sec: 2498319 operations; 5000 current ops/sec; est completion in 5 hours 21 minutes [READ: Count=47577, Max=40959, Min=1162, Avg=3734.28, 90=6007, 99=11799, 99.9=19807, 99.99=30991] [UPDATE: Count=2420, Max=35071, Min=3524, Avg=8323.58, 90=12087, 99=21151, 99.9=33823, 99.99=35071] 
2023-05-05 20:25:27:261 510 sec: 2548312 operations; 4999.3 current ops/sec; est completion in 5 hours 21 minutes [READ: Count=47433, Max=26559, Min=1164, Avg=4471.65, 90=7531, 99=13543, 99.9=19535, 99.99=24911] [UPDATE: Count=2564, Max=32895, Min=3986, Avg=9687.91, 90=14351, 99=21903, 99.9=26399, 99.99=32895] 
2023-05-05 20:25:37:261 520 sec: 2598305 operations; 4999.3 current ops/sec; est completion in 5 hours 21 minutes [READ: Count=47546, Max=82239, Min=1169, Avg=5056.17, 90=8559, 99=15727, 99.9=36223, 99.99=51231] [UPDATE: Count=2443, Max=61407, Min=3718, Avg=10733.31, 90=16191, 99=26943, 99.9=44415, 99.99=61407] 
2023-05-05 20:25:47:261 530 sec: 2648310 operations; 5000.5 current ops/sec; est completion in 5 hours 21 minutes [READ: Count=47546, Max=29087, Min=1126, Avg=4783.14, 90=8155, 99=14199, 99.9=20287, 99.99=25999] [UPDATE: Count=2461, Max=32287, Min=3522, Avg=10101.4, 90=14967, 99=22511, 99.9=31711, 99.99=32287] 
2023-05-05 20:25:57:262 540 sec: 2698301 operations; 4999.1 current ops/sec; est completion in 5 hours 21 minutes [READ: Count=47481, Max=32799, Min=1175, Avg=4807.61, 90=8191, 99=14207, 99.9=20687, 99.99=26255] [UPDATE: Count=2513, Max=33151, Min=4088, Avg=10030.98, 90=14823, 99=23647, 99.9=31007, 99.99=33151] 
2023-05-05 20:26:07:261 550 sec: 2748285 operations; 4998.4 current ops/sec; est completion in 5 hours 21 minutes [READ: Count=47440, Max=63711, Min=1144, Avg=5416.86, 90=9311, 99=16959, 99.9=32831, 99.99=50175] [UPDATE: Count=2543, Max=69503, Min=3746, Avg=10964.72, 90=17055, 99=27471, 99.9=52639, 99.99=69503] 
2023-05-05 20:26:17:261 560 sec: 2798315 operations; 5003 current ops/sec; est completion in 5 hours 20 minutes [READ: Count=47594, Max=36639, Min=1140, Avg=6821.25, 90=11703, 99=19071, 99.9=24927, 99.99=30223] [UPDATE: Count=2432, Max=34879, Min=4220, Avg=13541.16, 90=20575, 99=29119, 99.9=33983, 99.99=34879] 
2023-05-05 20:26:27:261 570 sec: 2848241 operations; 4992.6 current ops/sec; est completion in 5 hours 20 minutes [READ: Count=47487, Max=37919, Min=1157, Avg=6370.53, 90=10951, 99=18271, 99.9=24191, 99.99=28447] [UPDATE: Count=2441, Max=34591, Min=4188, Avg=12974.93, 90=20015, 99=28655, 99.9=33663, 99.99=34591] 
