/usr/java/bin/java -XX:MaxRAMPercentage=85.0 -cp /binary/ycsb/mongodb-binding/conf:/binary/ycsb/conf:/binary/ycsb/lib/jackson-core-asl-1.9.4.jar:/binary/ycsb/lib/core-0.18.0-SNAPSHOT.jar:/binary/ycsb/lib/jackson-mapper-asl-1.9.4.jar:/binary/ycsb/lib/HdrHistogram-2.1.4.jar:/binary/ycsb/lib/htrace-core4-4.1.0-incubating.jar:/binary/ycsb/mongodb-binding/lib/logback-classic-1.1.2.jar:/binary/ycsb/mongodb-binding/lib/mongo-java-driver-3.11.0.jar:/binary/ycsb/mongodb-binding/lib/mongodb-async-driver-2.0.1.jar:/binary/ycsb/mongodb-binding/lib/logback-core-1.1.2.jar:/binary/ycsb/mongodb-binding/lib/mongodb-binding-0.18.0-SNAPSHOT.jar:/binary/ycsb/mongodb-binding/lib/snappy-java-1.1.7.1.jar:/binary/ycsb/mongodb-binding/lib/slf4j-api-1.7.25.jar site.ycsb.Client -db site.ycsb.db.MongoDbClient -s -p mongodb.url=mongodb://benchant:BareRebel2022@mongodb-small-calibrati-shard-00-00.c2hd1.mongodb.net:27017,mongodb-small-calibrati-shard-00-01.c2hd1.mongodb.net:27017,mongodb-small-calibrati-shard-00-02.c2hd1.mongodb.net:27017/?ssl=true&authSource=admin&replicaSet=atlas-kaysfi-shard-0&w=majority&j=true&readPreference=primary -p batchsize=1 -p workload=site.ycsb.workloads.CoreWorkload -p maxexecutiontime=1800 -threads 50 -p recordcount=500000000 -p operationcount=99000000 -target 7000 -p fieldcount=10 -p fieldlength=100 -p requestdistribution=hotspot -p hotspotdatafraction=0.013 -p hotspotopnfraction=0.95 -p insertorder=ordered -p readproportion=0.95 -p updateproportion=0.05 -p insertproportion=0.0 -p scanproportion=0.0 -p maxscanlength=1000 -p scanlengthdistribution=uniform -p measurementtype=hdrhistogram -p hdrhistogram.fileoutput=true -p hdrhistogram.output.path=/home/developer/results/ -t
Command line: -db site.ycsb.db.MongoDbClient -s -p mongodb.url=mongodb://benchant:BareRebel2022@mongodb-small-calibrati-shard-00-00.c2hd1.mongodb.net:27017,mongodb-small-calibrati-shard-00-01.c2hd1.mongodb.net:27017,mongodb-small-calibrati-shard-00-02.c2hd1.mongodb.net:27017/?ssl=true&authSource=admin&replicaSet=atlas-kaysfi-shard-0&w=majority&j=true&readPreference=primary -p batchsize=1 -p workload=site.ycsb.workloads.CoreWorkload -p maxexecutiontime=1800 -threads 50 -p recordcount=500000000 -p operationcount=99000000 -target 7000 -p fieldcount=10 -p fieldlength=100 -p requestdistribution=hotspot -p hotspotdatafraction=0.013 -p hotspotopnfraction=0.95 -p insertorder=ordered -p readproportion=0.95 -p updateproportion=0.05 -p insertproportion=0.0 -p scanproportion=0.0 -p maxscanlength=1000 -p scanlengthdistribution=uniform -p measurementtype=hdrhistogram -p hdrhistogram.fileoutput=true -p hdrhistogram.output.path=/home/developer/results/ -t
YCSB Client 0.18.0-SNAPSHOT

Loading workload...
Starting test.
Maximum execution time specified as: 1800 secs
2023-05-06 07:06:18:075 0 sec: 0 operations; est completion in 0 second 
07:06:18.185 [Thread-13] WARN  org.mongodb.driver.uri - Uri option 'j' has been deprecated, use 'journal' instead.
07:06:18.185 [Thread-13] WARN  org.mongodb.driver.uri - Uri option 'j' has been deprecated, use 'journal' instead.
mongo client connection created with mongodb://benchant:BareRebel2022@mongodb-small-calibrati-shard-00-00.c2hd1.mongodb.net:27017,mongodb-small-calibrati-shard-00-01.c2hd1.mongodb.net:27017,mongodb-small-calibrati-shard-00-02.c2hd1.mongodb.net:27017/?ssl=true&authSource=admin&replicaSet=atlas-kaysfi-shard-0&w=majority&j=true&readPreference=primary
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
2023-05-06 07:06:28:060 10 sec: 67849 operations; 6784.9 current ops/sec; est completion in 4 hours 3 minutes [READ: Count=64449, Max=660991, Min=1170, Avg=2668.93, 90=3905, 99=9431, 99.9=45087, 99.99=656383] [UPDATE: Count=3418, Max=677887, Min=3124, Avg=7996.98, 90=13167, 99=31759, 99.9=47583, 99.99=677887] 
2023-05-06 07:08:28:060 130 sec: 907849 operations; 7000.2 current ops/sec; est completion in 3 hours 54 minutes [READ: Count=66558, Max=43135, Min=1183, Avg=1801.07, 90=2419, 99=5395, 99.9=12063, 99.99=24287] [UPDATE: Count=3442, Max=24431, Min=3144, Avg=6417.71, 90=8879, 99=15183, 99.9=20447, 99.99=24431] 
2023-05-06 07:08:38:060 140 sec: 977850 operations; 7000.1 current ops/sec; est completion in 3 hours 53 minutes [READ: Count=66415, Max=58783, Min=1178, Avg=1946.13, 90=2837, 99=6771, 99.9=13487, 99.99=20047] [UPDATE: Count=3585, Max=40159, Min=3458, Avg=7115.54, 90=10191, 99=16575, 99.9=25583, 99.99=40159] 
2023-05-06 07:08:48:060 150 sec: 1047850 operations; 7000 current ops/sec; est completion in 3 hours 53 minutes [READ: Count=66464, Max=35167, Min=1183, Avg=1859.06, 90=2597, 99=6095, 99.9=13423, 99.99=23439] [UPDATE: Count=3537, Max=41151, Min=3238, Avg=6702.02, 90=9191, 99=16167, 99.9=35167, 99.99=41151] 
2023-05-06 07:08:58:060 160 sec: 1116990 operations; 6914 current ops/sec; est completion in 3 hours 53 minutes [READ: Count=65630, Max=114495, Min=1181, Avg=2069.79, 90=2781, 99=10511, 99.9=38559, 99.99=86911] [UPDATE: Count=3501, Max=165375, Min=3146, Avg=7957.2, 90=10919, 99=36447, 99.9=143615, 99.99=165375] 
2023-05-06 07:09:08:060 170 sec: 1187851 operations; 7086.1 current ops/sec; est completion in 3 hours 53 minutes [READ: Count=67302, Max=134655, Min=1189, Avg=2875.23, 90=5635, 99=16575, 99.9=30879, 99.99=70847] [UPDATE: Count=3561, Max=221439, Min=3430, Avg=12564.26, 90=23135, 99=52159, 99.9=188031, 99.99=221439] 
2023-05-06 07:09:18:060 180 sec: 1257848 operations; 6999.7 current ops/sec; est completion in 3 hours 53 minutes [READ: Count=66549, Max=33855, Min=1183, Avg=2079.3, 90=3175, 99=9103, 99.9=18687, 99.99=28255] [UPDATE: Count=3461, Max=53631, Min=3242, Avg=7360.11, 90=10615, 99=21247, 99.9=33599, 99.99=53631] 
2023-05-06 07:09:28:060 190 sec: 1327849 operations; 7000.1 current ops/sec; est completion in 3 hours 52 minutes [READ: Count=66409, Max=35135, Min=1206, Avg=2068.88, 90=3143, 99=8783, 99.9=18079, 99.99=30303] [UPDATE: Count=3583, Max=31999, Min=3500, Avg=7429.94, 90=11079, 99=21055, 99.9=28431, 99.99=31999] 
2023-05-06 07:09:38:060 200 sec: 1397843 operations; 6999.4 current ops/sec; est completion in 3 hours 52 minutes [READ: Count=66439, Max=90495, Min=1177, Avg=2490.68, 90=4071, 99=14959, 99.9=34111, 99.99=60351] [UPDATE: Count=3561, Max=96319, Min=3066, Avg=10278.41, 90=18191, 99=46847, 99.9=73215, 99.99=96319] 
2023-05-06 07:09:48:060 210 sec: 1467842 operations; 6999.9 current ops/sec; est completion in 3 hours 52 minutes [READ: Count=66408, Max=44127, Min=1176, Avg=2083.7, 90=3133, 99=9551, 99.9=18511, 99.99=30415] [UPDATE: Count=3587, Max=69375, Min=3408, Avg=8354.81, 90=12591, 99=26543, 99.9=47711, 99.99=69375] 
2023-05-06 07:09:58:060 220 sec: 1537842 operations; 7000 current ops/sec; est completion in 3 hours 52 minutes [READ: Count=66530, Max=30639, Min=1181, Avg=2081.54, 90=3113, 99=9479, 99.9=17167, 99.99=27039] [UPDATE: Count=3471, Max=47871, Min=3554, Avg=8189.92, 90=12383, 99=21999, 99.9=31071, 99.99=47871] 
2023-05-06 07:10:08:060 230 sec: 1607849 operations; 7000.7 current ops/sec; est completion in 3 hours 52 minutes [READ: Count=66480, Max=58559, Min=1180, Avg=2235.64, 90=3491, 99=11407, 99.9=23743, 99.99=40543] [UPDATE: Count=3521, Max=42111, Min=3444, Avg=8708.66, 90=13623, 99=24063, 99.9=32959, 99.99=42111] 
2023-05-06 07:10:18:060 240 sec: 1677849 operations; 7000 current ops/sec; est completion in 3 hours 52 minutes [READ: Count=66591, Max=30399, Min=1194, Avg=1894.43, 90=2539, 99=7707, 99.9=16199, 99.99=26175] [UPDATE: Count=3412, Max=43455, Min=3348, Avg=7308.79, 90=11255, 99=23807, 99.9=37631, 99.99=43455] 
2023-05-06 07:10:28:060 250 sec: 1747850 operations; 7000.1 current ops/sec; est completion in 3 hours 51 minutes [READ: Count=66575, Max=31215, Min=1180, Avg=1697.18, 90=2175, 99=4235, 99.9=10719, 99.99=18399] [UPDATE: Count=3422, Max=30351, Min=3170, Avg=6172.23, 90=8263, 99=15175, 99.9=24063, 99.99=30351] 
2023-05-06 07:10:38:060 260 sec: 1817850 operations; 7000 current ops/sec; est completion in 3 hours 51 minutes [READ: Count=66470, Max=31807, Min=1184, Avg=1841.91, 90=2489, 99=6083, 99.9=14839, 99.99=25775] [UPDATE: Count=3536, Max=44319, Min=3446, Avg=6896.46, 90=10023, 99=16167, 99.9=24415, 99.99=44319] 
2023-05-06 07:10:48:060 270 sec: 1887845 operations; 6999.5 current ops/sec; est completion in 3 hours 51 minutes [READ: Count=66494, Max=27471, Min=1188, Avg=1811.49, 90=2481, 99=5527, 99.9=11535, 99.99=21391] [UPDATE: Count=3504, Max=31151, Min=3212, Avg=6668.54, 90=9207, 99=16183, 99.9=29167, 99.99=31151] 
2023-05-06 07:10:58:060 280 sec: 1957852 operations; 7000.7 current ops/sec; est completion in 3 hours 51 minutes [READ: Count=66565, Max=34431, Min=1187, Avg=1869.12, 90=2657, 99=5867, 99.9=12063, 99.99=19839] [UPDATE: Count=3436, Max=34143, Min=3344, Avg=6925.26, 90=9879, 99=16751, 99.9=23967, 99.99=34143] 
2023-05-06 07:11:08:060 290 sec: 2027840 operations; 6998.8 current ops/sec; est completion in 3 hours 51 minutes [READ: Count=66388, Max=70399, Min=1196, Avg=2213.31, 90=3325, 99=11607, 99.9=26575, 99.99=41119] [UPDATE: Count=3599, Max=64127, Min=3200, Avg=8938.46, 90=13807, 99=39775, 99.9=61631, 99.99=64127] 
2023-05-06 07:11:18:060 300 sec: 2097846 operations; 7000.6 current ops/sec; est completion in 3 hours 50 minutes [READ: Count=66586, Max=41823, Min=1187, Avg=2603.09, 90=4883, 99=13543, 99.9=23439, 99.99=31103] [UPDATE: Count=3425, Max=74495, Min=3462, Avg=10399.32, 90=17167, 99=34591, 99.9=67583, 99.99=74495] 
2023-05-06 07:11:28:060 310 sec: 2167835 operations; 6998.9 current ops/sec; est completion in 3 hours 50 minutes [READ: Count=66437, Max=52031, Min=1193, Avg=2670, 90=5171, 99=13703, 99.9=25599, 99.99=36895] [UPDATE: Count=3550, Max=45087, Min=3348, Avg=9935.32, 90=15999, 99=25807, 99.9=39615, 99.99=45087] 
2023-05-06 07:11:38:060 320 sec: 2237848 operations; 7001.3 current ops/sec; est completion in 3 hours 50 minutes [READ: Count=66561, Max=107775, Min=1180, Avg=2882.78, 90=5823, 99=16495, 99.9=31231, 99.99=51423] [UPDATE: Count=3451, Max=91711, Min=3452, Avg=11352.96, 90=19615, 99=38431, 99.9=56703, 99.99=91711] 
2023-05-06 07:11:48:060 330 sec: 2307837 operations; 6998.9 current ops/sec; est completion in 3 hours 50 minutes [READ: Count=66433, Max=47295, Min=1193, Avg=2648.75, 90=5075, 99=14071, 99.9=23711, 99.99=33183] [UPDATE: Count=3555, Max=65055, Min=3132, Avg=10151.96, 90=15959, 99=34399, 99.9=58047, 99.99=65055] 
2023-05-06 07:11:58:060 340 sec: 2377824 operations; 6998.7 current ops/sec; est completion in 3 hours 50 minutes [READ: Count=66571, Max=50847, Min=1199, Avg=2670.01, 90=5151, 99=13823, 99.9=23439, 99.99=36991] [UPDATE: Count=3417, Max=172415, Min=3508, Avg=11637.53, 90=18831, 99=63903, 99.9=164991, 99.99=172415] 
2023-05-06 07:12:08:060 350 sec: 2447842 operations; 7001.8 current ops/sec; est completion in 3 hours 50 minutes [READ: Count=66475, Max=56543, Min=1184, Avg=2255.35, 90=3563, 99=11863, 99.9=24031, 99.99=42655] [UPDATE: Count=3543, Max=70015, Min=3358, Avg=8750.49, 90=13271, 99=40479, 99.9=64031, 99.99=70015] 
2023-05-06 07:12:18:060 360 sec: 2517839 operations; 6999.7 current ops/sec; est completion in 3 hours 49 minutes [READ: Count=66497, Max=46303, Min=1188, Avg=2264.26, 90=3703, 99=10999, 99.9=21855, 99.99=30463] [UPDATE: Count=3503, Max=51391, Min=3256, Avg=8781.88, 90=14079, 99=27919, 99.9=42239, 99.99=51391] 
2023-05-06 07:12:28:060 370 sec: 2587848 operations; 7000.9 current ops/sec; est completion in 3 hours 49 minutes [READ: Count=66540, Max=52639, Min=1191, Avg=2345.6, 90=3887, 99=12135, 99.9=22671, 99.99=33343] [UPDATE: Count=3466, Max=67007, Min=3344, Avg=9737.38, 90=15903, 99=31647, 99.9=61791, 99.99=67007] 
2023-05-06 07:12:38:060 380 sec: 2657779 operations; 6993.1 current ops/sec; est completion in 3 hours 49 minutes [READ: Count=66491, Max=131711, Min=1197, Avg=2930.73, 90=5291, 99=20271, 99.9=54207, 99.99=110783] [UPDATE: Count=3442, Max=130111, Min=3500, Avg=13317, 90=23279, 99=72255, 99.9=123007, 99.99=130111] 
2023-05-06 07:12:48:060 390 sec: 2727845 operations; 7006.6 current ops/sec; est completion in 3 hours 49 minutes [READ: Count=66497, Max=50399, Min=1184, Avg=2490.75, 90=4347, 99=14151, 99.9=26639, 99.99=38271] [UPDATE: Count=3565, Max=48575, Min=3224, Avg=9966.83, 90=17151, 99=30495, 99.9=41663, 99.99=48575] 
2023-05-06 07:12:58:060 400 sec: 2797843 operations; 6999.8 current ops/sec; est completion in 3 hours 49 minutes [READ: Count=66596, Max=48991, Min=1196, Avg=2355.38, 90=3903, 99=12479, 99.9=24207, 99.99=36415] [UPDATE: Count=3404, Max=53727, Min=3268, Avg=9292.13, 90=14791, 99=25887, 99.9=37119, 99.99=53727] 
2023-05-06 07:13:08:060 410 sec: 2867840 operations; 6999.7 current ops/sec; est completion in 3 hours 49 minutes [READ: Count=66412, Max=43103, Min=1191, Avg=2437.68, 90=4219, 99=12703, 99.9=22831, 99.99=31263] [UPDATE: Count=3585, Max=58239, Min=3376, Avg=10016.24, 90=16559, 99=30431, 99.9=45439, 99.99=58239] 
2023-05-06 07:13:18:060 420 sec: 2937846 operations; 7000.6 current ops/sec; est completion in 3 hours 48 minutes [READ: Count=66532, Max=46687, Min=1177, Avg=2085.73, 90=3183, 99=8831, 99.9=17135, 99.99=28543] [UPDATE: Count=3478, Max=47423, Min=3336, Avg=8099.44, 90=12159, 99=22271, 99.9=41343, 99.99=47423] 
2023-05-06 07:13:28:060 430 sec: 3007849 operations; 7000.3 current ops/sec; est completion in 3 hours 48 minutes [READ: Count=66557, Max=38655, Min=1192, Avg=1915.24, 90=2779, 99=6343, 99.9=13287, 99.99=20319] [UPDATE: Count=3440, Max=24463, Min=3386, Avg=7013.41, 90=9863, 99=16687, 99.9=22831, 99.99=24463] 
2023-05-06 07:13:38:060 440 sec: 3077835 operations; 6998.6 current ops/sec; est completion in 3 hours 48 minutes [READ: Count=66452, Max=33919, Min=1181, Avg=1767.81, 90=2353, 99=5087, 99.9=11399, 99.99=24959] [UPDATE: Count=3535, Max=28479, Min=3238, Avg=6519.98, 90=9007, 99=18511, 99.9=25183, 99.99=28479] 
2023-05-06 07:13:48:060 450 sec: 3147851 operations; 7001.6 current ops/sec; est completion in 3 hours 48 minutes [READ: Count=66435, Max=50463, Min=1180, Avg=1975.37, 90=2891, 99=7211, 99.9=14463, 99.99=27167] [UPDATE: Count=3579, Max=40031, Min=3416, Avg=7670.4, 90=11407, 99=20799, 99.9=30159, 99.99=40031] 
2023-05-06 07:13:58:060 460 sec: 3217845 operations; 6999.4 current ops/sec; est completion in 3 hours 48 minutes [READ: Count=66553, Max=26079, Min=1200, Avg=1914.45, 90=2783, 99=6227, 99.9=12791, 99.99=19631] [UPDATE: Count=3442, Max=50879, Min=3244, Avg=7026.57, 90=9775, 99=18687, 99.9=44351, 99.99=50879] 
2023-05-06 07:14:08:060 470 sec: 3286616 operations; 6877.1 current ops/sec; est completion in 3 hours 48 minutes [READ: Count=65355, Max=196735, Min=1189, Avg=2267.92, 90=3083, 99=11783, 99.9=68095, 99.99=120895] [UPDATE: Count=3429, Max=184959, Min=3490, Avg=8292.63, 90=11711, 99=37727, 99.9=130175, 99.99=184959] 
2023-05-06 07:14:18:060 480 sec: 3357850 operations; 7123.4 current ops/sec; est completion in 3 hours 47 minutes [READ: Count=67663, Max=53503, Min=1159, Avg=2865.18, 90=5707, 99=16279, 99.9=28911, 99.99=41631] [UPDATE: Count=3558, Max=154239, Min=3366, Avg=12755.7, 90=24367, 99=65503, 99.9=148479, 99.99=154239] 
2023-05-06 07:14:28:060 490 sec: 3427852 operations; 7000.2 current ops/sec; est completion in 3 hours 47 minutes [READ: Count=66589, Max=46111, Min=1197, Avg=2083.7, 90=3225, 99=8279, 99.9=16447, 99.99=29391] [UPDATE: Count=3413, Max=33183, Min=3366, Avg=7428.9, 90=10703, 99=20015, 99.9=30095, 99.99=33183] 
2023-05-06 07:14:38:060 500 sec: 3497717 operations; 6986.5 current ops/sec; est completion in 3 hours 47 minutes [READ: Count=66409, Max=87999, Min=1176, Avg=2168.36, 90=3337, 99=9895, 99.9=26607, 99.99=48127] [UPDATE: Count=3460, Max=65151, Min=3268, Avg=7698.67, 90=11103, 99=24607, 99.9=45087, 99.99=65151] 
2023-05-06 07:14:48:060 510 sec: 3567848 operations; 7013.1 current ops/sec; est completion in 3 hours 47 minutes [READ: Count=66561, Max=103807, Min=1173, Avg=2737.82, 90=4683, 99=18319, 99.9=48415, 99.99=83583] [UPDATE: Count=3564, Max=94079, Min=3314, Avg=10092.52, 90=18319, 99=39103, 99.9=69887, 99.99=94079] 
2023-05-06 07:14:58:060 520 sec: 3637790 operations; 6994.2 current ops/sec; est completion in 3 hours 47 minutes [READ: Count=66504, Max=47327, Min=1210, Avg=2208.7, 90=3421, 99=11079, 99.9=24575, 99.99=39007] [UPDATE: Count=3435, Max=58175, Min=3242, Avg=8485.61, 90=13607, 99=28847, 99.9=54975, 99.99=58175] 
2023-05-06 07:15:08:060 530 sec: 3707849 operations; 7005.9 current ops/sec; est completion in 3 hours 47 minutes [READ: Count=66522, Max=48287, Min=1185, Avg=2208.88, 90=3471, 99=11127, 99.9=21791, 99.99=30943] [UPDATE: Count=3537, Max=159103, Min=3182, Avg=9192.54, 90=13335, 99=38463, 99.9=155647, 99.99=159103] 
2023-05-06 07:15:18:060 540 sec: 3777842 operations; 6999.3 current ops/sec; est completion in 3 hours 46 minutes [READ: Count=66465, Max=205311, Min=1192, Avg=2862.03, 90=4987, 99=19135, 99.9=62527, 99.99=125375] [UPDATE: Count=3538, Max=260479, Min=3396, Avg=13198.47, 90=21167, 99=99839, 99.9=245631, 99.99=260479] 
2023-05-06 07:15:28:060 550 sec: 3847840 operations; 6999.8 current ops/sec; est completion in 3 hours 46 minutes [READ: Count=66447, Max=30239, Min=1194, Avg=2029.39, 90=3001, 99=8735, 99.9=15831, 99.99=26015] [UPDATE: Count=3546, Max=40607, Min=3080, Avg=7900.68, 90=11639, 99=21999, 99.9=29903, 99.99=40607] 
2023-05-06 07:15:38:060 560 sec: 3917848 operations; 7000.8 current ops/sec; est completion in 3 hours 46 minutes [READ: Count=66541, Max=46559, Min=1194, Avg=2057.42, 90=3061, 99=8783, 99.9=17407, 99.99=25903] [UPDATE: Count=3469, Max=63519, Min=3336, Avg=8071.33, 90=11935, 99=25631, 99.9=54399, 99.99=63519] 
