/usr/java/bin/java -XX:MaxRAMPercentage=85.0 -cp /binary/ycsb/mongodb-binding/conf:/binary/ycsb/conf:/binary/ycsb/lib/jackson-core-asl-1.9.4.jar:/binary/ycsb/lib/core-0.18.0-SNAPSHOT.jar:/binary/ycsb/lib/jackson-mapper-asl-1.9.4.jar:/binary/ycsb/lib/HdrHistogram-2.1.4.jar:/binary/ycsb/lib/htrace-core4-4.1.0-incubating.jar:/binary/ycsb/mongodb-binding/lib/logback-classic-1.1.2.jar:/binary/ycsb/mongodb-binding/lib/mongo-java-driver-3.11.0.jar:/binary/ycsb/mongodb-binding/lib/mongodb-async-driver-2.0.1.jar:/binary/ycsb/mongodb-binding/lib/logback-core-1.1.2.jar:/binary/ycsb/mongodb-binding/lib/mongodb-binding-0.18.0-SNAPSHOT.jar:/binary/ycsb/mongodb-binding/lib/snappy-java-1.1.7.1.jar:/binary/ycsb/mongodb-binding/lib/slf4j-api-1.7.25.jar site.ycsb.Client -db site.ycsb.db.MongoDbClient -s -p mongodb.url=mongodb://benchant:BareRebel2022@mongodb-small-calibrati-shard-00-00.c2hd1.mongodb.net:27017,mongodb-small-calibrati-shard-00-01.c2hd1.mongodb.net:27017,mongodb-small-calibrati-shard-00-02.c2hd1.mongodb.net:27017/?ssl=true&authSource=admin&replicaSet=atlas-kaysfi-shard-0&w=majority&j=true&readPreference=primary -p batchsize=1 -p workload=site.ycsb.workloads.CoreWorkload -p maxexecutiontime=1800 -threads 50 -p recordcount=500000000 -p operationcount=99000000 -target 7000 -p fieldcount=10 -p fieldlength=100 -p requestdistribution=hotspot -p hotspotdatafraction=0.013 -p hotspotopnfraction=0.95 -p insertorder=ordered -p readproportion=0.95 -p updateproportion=0.05 -p insertproportion=0.0 -p scanproportion=0.0 -p maxscanlength=1000 -p scanlengthdistribution=uniform -p measurementtype=hdrhistogram -p hdrhistogram.fileoutput=true -p hdrhistogram.output.path=/home/developer/results/ -t
Command line: -db site.ycsb.db.MongoDbClient -s -p mongodb.url=mongodb://benchant:BareRebel2022@mongodb-small-calibrati-shard-00-00.c2hd1.mongodb.net:27017,mongodb-small-calibrati-shard-00-01.c2hd1.mongodb.net:27017,mongodb-small-calibrati-shard-00-02.c2hd1.mongodb.net:27017/?ssl=true&authSource=admin&replicaSet=atlas-kaysfi-shard-0&w=majority&j=true&readPreference=primary -p batchsize=1 -p workload=site.ycsb.workloads.CoreWorkload -p maxexecutiontime=1800 -threads 50 -p recordcount=500000000 -p operationcount=99000000 -target 7000 -p fieldcount=10 -p fieldlength=100 -p requestdistribution=hotspot -p hotspotdatafraction=0.013 -p hotspotopnfraction=0.95 -p insertorder=ordered -p readproportion=0.95 -p updateproportion=0.05 -p insertproportion=0.0 -p scanproportion=0.0 -p maxscanlength=1000 -p scanlengthdistribution=uniform -p measurementtype=hdrhistogram -p hdrhistogram.fileoutput=true -p hdrhistogram.output.path=/home/developer/results/ -t
YCSB Client 0.18.0-SNAPSHOT

Loading workload...
Starting test.
Maximum execution time specified as: 1800 secs
2023-05-06 07:06:17:454 0 sec: 0 operations; est completion in 0 second 
07:06:17.571 [Thread-13] WARN  org.mongodb.driver.uri - Uri option 'j' has been deprecated, use 'journal' instead.
07:06:17.571 [Thread-13] WARN  org.mongodb.driver.uri - Uri option 'j' has been deprecated, use 'journal' instead.
mongo client connection created with mongodb://benchant:BareRebel2022@mongodb-small-calibrati-shard-00-00.c2hd1.mongodb.net:27017,mongodb-small-calibrati-shard-00-01.c2hd1.mongodb.net:27017,mongodb-small-calibrati-shard-00-02.c2hd1.mongodb.net:27017/?ssl=true&authSource=admin&replicaSet=atlas-kaysfi-shard-0&w=majority&j=true&readPreference=primary
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
2023-05-06 07:06:27:437 10 sec: 67710 operations; 6771 current ops/sec; est completion in 4 hours 3 minutes [READ: Count=64355, Max=557055, Min=1120, Avg=2569.83, 90=3367, 99=10063, 99.9=43071, 99.99=551423] [UPDATE: Count=3368, Max=557055, Min=3092, Avg=7633.59, 90=11975, 99=27759, 99.9=48479, 99.99=557055] 
2023-05-06 07:08:27:437 130 sec: 907710 operations; 7000.3 current ops/sec; est completion in 3 hours 54 minutes [READ: Count=66503, Max=34207, Min=1098, Avg=1780.41, 90=2401, 99=5167, 99.9=11727, 99.99=19615] [UPDATE: Count=3492, Max=38207, Min=3204, Avg=6414.29, 90=8903, 99=16167, 99.9=25167, 99.99=38207] 
2023-05-06 07:08:37:437 140 sec: 977699 operations; 6998.9 current ops/sec; est completion in 3 hours 53 minutes [READ: Count=66449, Max=37183, Min=1120, Avg=1942.6, 90=2803, 99=6983, 99.9=14047, 99.99=24639] [UPDATE: Count=3539, Max=36319, Min=3208, Avg=7054.62, 90=10023, 99=18415, 99.9=29423, 99.99=36319] 
2023-05-06 07:08:47:437 150 sec: 1047686 operations; 6998.7 current ops/sec; est completion in 3 hours 53 minutes [READ: Count=66496, Max=34367, Min=1134, Avg=1893.24, 90=2691, 99=6331, 99.9=13303, 99.99=23279] [UPDATE: Count=3500, Max=45727, Min=2934, Avg=6761.66, 90=9543, 99=15487, 99.9=34847, 99.99=45727] 
2023-05-06 07:08:57:437 160 sec: 1117662 operations; 6997.6 current ops/sec; est completion in 3 hours 53 minutes [READ: Count=66464, Max=30479, Min=1114, Avg=1877.22, 90=2639, 99=6103, 99.9=13735, 99.99=21823] [UPDATE: Count=3496, Max=32687, Min=3470, Avg=6757.54, 90=9407, 99=15143, 99.9=22959, 99.99=32687] 
2023-05-06 07:09:07:437 170 sec: 1187695 operations; 7003.3 current ops/sec; est completion in 3 hours 53 minutes [READ: Count=66524, Max=171647, Min=1112, Avg=3098.35, 90=6159, 99=19439, 99.9=44959, 99.99=95615] [UPDATE: Count=3526, Max=221695, Min=3224, Avg=13893.98, 90=26095, 99=64255, 99.9=191359, 99.99=221695] 
2023-05-06 07:09:17:437 180 sec: 1257655 operations; 6996 current ops/sec; est completion in 3 hours 53 minutes [READ: Count=66470, Max=39167, Min=1145, Avg=2072.99, 90=3107, 99=8759, 99.9=18895, 99.99=31519] [UPDATE: Count=3483, Max=36159, Min=3396, Avg=7376.89, 90=10551, 99=22975, 99.9=34399, 99.99=36159] 
2023-05-06 07:09:27:437 190 sec: 1327700 operations; 7004.5 current ops/sec; est completion in 3 hours 52 minutes [READ: Count=66512, Max=35711, Min=1136, Avg=2088.38, 90=3189, 99=8599, 99.9=17039, 99.99=28879] [UPDATE: Count=3536, Max=28495, Min=3112, Avg=7476.12, 90=11207, 99=20943, 99.9=26975, 99.99=28495] 
2023-05-06 07:09:37:437 200 sec: 1397699 operations; 6999.9 current ops/sec; est completion in 3 hours 52 minutes [READ: Count=66393, Max=109439, Min=1117, Avg=2490.92, 90=4057, 99=15103, 99.9=35455, 99.99=58047] [UPDATE: Count=3599, Max=104319, Min=3252, Avg=9976.54, 90=16799, 99=45343, 99.9=81727, 99.99=104319] 
2023-05-06 07:09:47:437 210 sec: 1467702 operations; 7000.3 current ops/sec; est completion in 3 hours 52 minutes [READ: Count=66465, Max=37759, Min=1122, Avg=2142.97, 90=3253, 99=9943, 99.9=18687, 99.99=26767] [UPDATE: Count=3541, Max=50911, Min=3328, Avg=8609.22, 90=13383, 99=28111, 99.9=46463, 99.99=50911] 
2023-05-06 07:09:57:437 220 sec: 1537691 operations; 6998.9 current ops/sec; est completion in 3 hours 52 minutes [READ: Count=66630, Max=36127, Min=1149, Avg=2083.98, 90=3117, 99=9351, 99.9=16463, 99.99=23503] [UPDATE: Count=3354, Max=30111, Min=3294, Avg=7906.21, 90=11951, 99=20303, 99.9=28975, 99.99=30111] 
2023-05-06 07:10:07:437 230 sec: 1607708 operations; 7001.7 current ops/sec; est completion in 3 hours 52 minutes [READ: Count=66436, Max=59039, Min=1126, Avg=2233.14, 90=3453, 99=11335, 99.9=23151, 99.99=36511] [UPDATE: Count=3584, Max=46111, Min=3612, Avg=8849.24, 90=14191, 99=25551, 99.9=38975, 99.99=46111] 
2023-05-06 07:10:17:437 240 sec: 1677708 operations; 7000 current ops/sec; est completion in 3 hours 52 minutes [READ: Count=66526, Max=38367, Min=1134, Avg=1969.48, 90=2687, 99=9031, 99.9=16815, 99.99=27727] [UPDATE: Count=3473, Max=45247, Min=3058, Avg=7707.41, 90=12367, 99=24575, 99.9=41215, 99.99=45247] 
2023-05-06 07:10:27:437 250 sec: 1747710 operations; 7000.2 current ops/sec; est completion in 3 hours 51 minutes [READ: Count=66475, Max=27535, Min=1124, Avg=1719.37, 90=2253, 99=4383, 99.9=11479, 99.99=22255] [UPDATE: Count=3531, Max=29791, Min=3194, Avg=6195.07, 90=8295, 99=15127, 99.9=22479, 99.99=29791] 
2023-05-06 07:10:37:437 260 sec: 1817706 operations; 6999.6 current ops/sec; est completion in 3 hours 51 minutes [READ: Count=66571, Max=40511, Min=1132, Avg=1853.33, 90=2541, 99=6251, 99.9=14583, 99.99=23887] [UPDATE: Count=3425, Max=31887, Min=3264, Avg=6949.25, 90=9903, 99=17103, 99.9=28687, 99.99=31887] 
2023-05-06 07:10:47:437 270 sec: 1887710 operations; 7000.4 current ops/sec; est completion in 3 hours 51 minutes [READ: Count=66424, Max=27359, Min=1121, Avg=1806.08, 90=2465, 99=5431, 99.9=12087, 99.99=23279] [UPDATE: Count=3576, Max=32175, Min=3214, Avg=6743.28, 90=9447, 99=16655, 99.9=27759, 99.99=32175] 
2023-05-06 07:10:57:437 280 sec: 1957707 operations; 6999.7 current ops/sec; est completion in 3 hours 51 minutes [READ: Count=66623, Max=29647, Min=1141, Avg=1899.21, 90=2713, 99=6171, 99.9=12815, 99.99=22111] [UPDATE: Count=3376, Max=28767, Min=3238, Avg=6994.1, 90=9983, 99=16831, 99.9=23791, 99.99=28767] 
2023-05-06 07:11:07:437 290 sec: 2027699 operations; 6999.2 current ops/sec; est completion in 3 hours 51 minutes [READ: Count=66575, Max=78271, Min=1155, Avg=2194.02, 90=3207, 99=11791, 99.9=27343, 99.99=45887] [UPDATE: Count=3417, Max=62847, Min=3268, Avg=8465.65, 90=12895, 99=36127, 99.9=56703, 99.99=62847] 
2023-05-06 07:11:17:437 300 sec: 2097688 operations; 6998.9 current ops/sec; est completion in 3 hours 50 minutes [READ: Count=66504, Max=55807, Min=1154, Avg=2629.51, 90=4963, 99=13631, 99.9=23807, 99.99=35711] [UPDATE: Count=3490, Max=100287, Min=3592, Avg=10337.95, 90=16751, 99=32191, 99.9=83135, 99.99=100287] 
2023-05-06 07:11:27:437 310 sec: 2167706 operations; 7001.8 current ops/sec; est completion in 3 hours 50 minutes [READ: Count=66521, Max=52159, Min=1118, Avg=2707.13, 90=5347, 99=13559, 99.9=24335, 99.99=34719] [UPDATE: Count=3492, Max=47967, Min=3268, Avg=9782.65, 90=15791, 99=25519, 99.9=34879, 99.99=47967] 
2023-05-06 07:11:37:437 320 sec: 2237698 operations; 6999.2 current ops/sec; est completion in 3 hours 50 minutes [READ: Count=66544, Max=71935, Min=1150, Avg=2923.64, 90=5891, 99=16863, 99.9=31711, 99.99=52223] [UPDATE: Count=3448, Max=64799, Min=3092, Avg=11316.08, 90=19375, 99=41759, 99.9=61183, 99.99=64799] 
2023-05-06 07:11:47:437 330 sec: 2307705 operations; 7000.7 current ops/sec; est completion in 3 hours 50 minutes [READ: Count=66355, Max=43807, Min=1131, Avg=2666.61, 90=5139, 99=13839, 99.9=23487, 99.99=37503] [UPDATE: Count=3654, Max=72831, Min=3474, Avg=10139.1, 90=15743, 99=34559, 99.9=58815, 99.99=72831] 
2023-05-06 07:11:57:437 340 sec: 2377594 operations; 6988.9 current ops/sec; est completion in 3 hours 50 minutes [READ: Count=66430, Max=71743, Min=1125, Avg=2676.08, 90=5183, 99=14079, 99.9=23135, 99.99=36863] [UPDATE: Count=3455, Max=166655, Min=3274, Avg=11574.21, 90=18303, 99=62367, 99.9=161663, 99.99=166655] 
2023-05-06 07:12:07:437 350 sec: 2447692 operations; 7009.8 current ops/sec; est completion in 3 hours 50 minutes [READ: Count=66654, Max=46271, Min=1114, Avg=2279.51, 90=3617, 99=11711, 99.9=24559, 99.99=39647] [UPDATE: Count=3447, Max=62335, Min=3268, Avg=8616.26, 90=13511, 99=33279, 99.9=53279, 99.99=62335] 
2023-05-06 07:12:17:437 360 sec: 2517705 operations; 7001.3 current ops/sec; est completion in 3 hours 49 minutes [READ: Count=66459, Max=45823, Min=1112, Avg=2309.87, 90=3833, 99=11543, 99.9=21279, 99.99=33311] [UPDATE: Count=3557, Max=70335, Min=3522, Avg=9195.04, 90=14983, 99=36703, 99.9=59231, 99.99=70335] 
2023-05-06 07:12:27:437 370 sec: 2587697 operations; 6999.2 current ops/sec; est completion in 3 hours 49 minutes [READ: Count=66409, Max=63391, Min=1130, Avg=2378.72, 90=4071, 99=12255, 99.9=21775, 99.99=32575] [UPDATE: Count=3581, Max=66367, Min=3280, Avg=9510.51, 90=15271, 99=28287, 99.9=58079, 99.99=66367] 
2023-05-06 07:12:37:437 380 sec: 2657364 operations; 6966.7 current ops/sec; est completion in 3 hours 49 minutes [READ: Count=66084, Max=150143, Min=1131, Avg=2889.96, 90=5139, 99=19807, 99.9=55871, 99.99=98111] [UPDATE: Count=3588, Max=133247, Min=3554, Avg=13262.34, 90=22607, 99=78335, 99.9=125055, 99.99=133247] 
2023-05-06 07:12:47:437 390 sec: 2727705 operations; 7034.1 current ops/sec; est completion in 3 hours 49 minutes [READ: Count=66928, Max=61503, Min=1124, Avg=2542.43, 90=4503, 99=15119, 99.9=26943, 99.99=37919] [UPDATE: Count=3402, Max=48159, Min=3180, Avg=10125.78, 90=17231, 99=32895, 99.9=44287, 99.99=48159] 
2023-05-06 07:12:57:437 400 sec: 2797670 operations; 6996.5 current ops/sec; est completion in 3 hours 49 minutes [READ: Count=66542, Max=41503, Min=1140, Avg=2345.82, 90=3921, 99=12167, 99.9=22831, 99.99=31231] [UPDATE: Count=3433, Max=46655, Min=3396, Avg=9173.13, 90=14671, 99=25359, 99.9=40735, 99.99=46655] 
2023-05-06 07:13:07:437 410 sec: 2867700 operations; 7003 current ops/sec; est completion in 3 hours 49 minutes [READ: Count=66489, Max=41407, Min=1136, Avg=2425.54, 90=4203, 99=12735, 99.9=22943, 99.99=34303] [UPDATE: Count=3535, Max=66239, Min=3392, Avg=9806.84, 90=16239, 99=33343, 99.9=52319, 99.99=66239] 
2023-05-06 07:13:17:437 420 sec: 2937711 operations; 7001.1 current ops/sec; est completion in 3 hours 48 minutes [READ: Count=66470, Max=32799, Min=1154, Avg=2071.07, 90=3123, 99=9047, 99.9=17071, 99.99=25663] [UPDATE: Count=3540, Max=53759, Min=3222, Avg=8374.06, 90=12943, 99=23583, 99.9=42303, 99.99=53759] 
2023-05-06 07:13:27:437 430 sec: 3007702 operations; 6999.1 current ops/sec; est completion in 3 hours 48 minutes [READ: Count=66575, Max=40831, Min=1112, Avg=1892.29, 90=2723, 99=6127, 99.9=12559, 99.99=24895] [UPDATE: Count=3419, Max=43327, Min=3320, Avg=7024.97, 90=9911, 99=16943, 99.9=27391, 99.99=43327] 
2023-05-06 07:13:37:437 440 sec: 3077706 operations; 7000.4 current ops/sec; est completion in 3 hours 48 minutes [READ: Count=66553, Max=29455, Min=1101, Avg=1758.9, 90=2335, 99=5243, 99.9=12007, 99.99=20639] [UPDATE: Count=3455, Max=26927, Min=3138, Avg=6372.15, 90=8703, 99=15167, 99.9=25055, 99.99=26927] 
2023-05-06 07:13:47:437 450 sec: 3147705 operations; 6999.9 current ops/sec; est completion in 3 hours 48 minutes [READ: Count=66504, Max=42431, Min=1123, Avg=1940.47, 90=2783, 99=7335, 99.9=14351, 99.99=26847] [UPDATE: Count=3490, Max=38463, Min=3352, Avg=7604.26, 90=11103, 99=21727, 99.9=34079, 99.99=38463] 
2023-05-06 07:13:57:437 460 sec: 3217712 operations; 7000.7 current ops/sec; est completion in 3 hours 48 minutes [READ: Count=66524, Max=38367, Min=1119, Avg=1931.15, 90=2805, 99=6763, 99.9=14007, 99.99=22239] [UPDATE: Count=3482, Max=33407, Min=3326, Avg=6949.01, 90=9839, 99=17391, 99.9=23455, 99.99=33407] 
2023-05-06 07:14:07:437 470 sec: 3287662 operations; 6995 current ops/sec; est completion in 3 hours 48 minutes [READ: Count=66540, Max=32799, Min=1117, Avg=1949.94, 90=2759, 99=7563, 99.9=17135, 99.99=25039] [UPDATE: Count=3406, Max=59871, Min=3110, Avg=7105.31, 90=10047, 99=21215, 99.9=35071, 99.99=59871] 
2023-05-06 07:14:17:437 480 sec: 3357709 operations; 7004.7 current ops/sec; est completion in 3 hours 47 minutes [READ: Count=66595, Max=190207, Min=1124, Avg=3145.73, 90=6183, 99=18479, 99.9=68095, 99.99=148735] [UPDATE: Count=3456, Max=197247, Min=3320, Avg=14490.48, 90=26895, 99=106239, 99.9=164095, 99.99=197247] 
2023-05-06 07:14:27:437 490 sec: 3427708 operations; 6999.9 current ops/sec; est completion in 3 hours 47 minutes [READ: Count=66414, Max=34655, Min=1128, Avg=2080.44, 90=3183, 99=8263, 99.9=17135, 99.99=28383] [UPDATE: Count=3584, Max=40863, Min=3158, Avg=7459.3, 90=10783, 99=22975, 99.9=35967, 99.99=40863] 
2023-05-06 07:14:37:437 500 sec: 3497704 operations; 6999.6 current ops/sec; est completion in 3 hours 47 minutes [READ: Count=66535, Max=35135, Min=1164, Avg=2085.16, 90=3179, 99=8519, 99.9=17167, 99.99=25727] [UPDATE: Count=3464, Max=35935, Min=3268, Avg=7398.39, 90=10831, 99=18911, 99.9=27167, 99.99=35935] 
2023-05-06 07:14:47:437 510 sec: 3567709 operations; 7000.5 current ops/sec; est completion in 3 hours 47 minutes [READ: Count=66341, Max=102463, Min=1128, Avg=2808.66, 90=4827, 99=19375, 99.9=54687, 99.99=78143] [UPDATE: Count=3662, Max=132735, Min=3476, Avg=10851.8, 90=20623, 99=40415, 99.9=84479, 99.99=132735] 
2023-05-06 07:14:57:437 520 sec: 3637706 operations; 6999.7 current ops/sec; est completion in 3 hours 47 minutes [READ: Count=66455, Max=52063, Min=1136, Avg=2214.99, 90=3433, 99=11239, 99.9=23247, 99.99=32671] [UPDATE: Count=3545, Max=60511, Min=3430, Avg=8414.14, 90=13511, 99=27935, 99.9=54303, 99.99=60511] 
2023-05-06 07:15:07:437 530 sec: 3707706 operations; 7000 current ops/sec; est completion in 3 hours 47 minutes [READ: Count=66496, Max=40479, Min=1128, Avg=2208.69, 90=3451, 99=11119, 99.9=21359, 99.99=30143] [UPDATE: Count=3505, Max=160127, Min=3324, Avg=9300.81, 90=14263, 99=35583, 99.9=152575, 99.99=160127] 
2023-05-06 07:15:17:437 540 sec: 3777712 operations; 7000.6 current ops/sec; est completion in 3 hours 46 minutes [READ: Count=66547, Max=219519, Min=1111, Avg=2872.6, 90=5031, 99=19087, 99.9=64447, 99.99=125759] [UPDATE: Count=3451, Max=316671, Min=3422, Avg=13088.26, 90=20927, 99=106047, 99.9=212735, 99.99=316671] 
2023-05-06 07:15:27:437 550 sec: 3847705 operations; 6999.3 current ops/sec; est completion in 3 hours 46 minutes [READ: Count=66591, Max=35423, Min=1133, Avg=2043.07, 90=3015, 99=8695, 99.9=16719, 99.99=27295] [UPDATE: Count=3408, Max=46111, Min=3294, Avg=8074.07, 90=12319, 99=23183, 99.9=34847, 99.99=46111] 
2023-05-06 07:15:37:437 560 sec: 3917706 operations; 7000.1 current ops/sec; est completion in 3 hours 46 minutes [READ: Count=66502, Max=47551, Min=1125, Avg=2051.17, 90=3029, 99=8799, 99.9=17871, 99.99=26927] [UPDATE: Count=3493, Max=59071, Min=3410, Avg=8129.66, 90=12247, 99=26335, 99.9=55871, 99.99=59071] 
